Match_no,Match_Between_bat,Team_Innings,Batsman_Name,Batting_Position,Dismissal,Runs_bat,Balls,4s,6s,Strike_Rate,Match_Between_bowl,Bowling_Team,Bowler_Name,Overs,Maidens,Runs_bowl,Wickets,Economy
40,England vs Netherlands,England,Moeen Ali,7,c Bas de Leede b Aryan Dutt,4,15,0,0,26.667,England vs Netherlands,Netherlands,Bas de Leede,10.0,0,74,3,7.4
40,England vs Netherlands,England,Moeen Ali,7,c Bas de Leede b Aryan Dutt,4,15,0,0,26.667,England vs Netherlands,Netherlands,Roelof van der Merwe,3.0,0,22,0,7.333
40,England vs Netherlands,England,Moeen Ali,7,c Bas de Leede b Aryan Dutt,4,15,0,0,26.667,England vs Netherlands,Netherlands,Colin Ackermann,7.0,0,31,0,4.429
40,England vs Netherlands,England,Moeen Ali,7,c Bas de Leede b Aryan Dutt,4,15,0,0,26.667,England vs Netherlands,England,Chris Woakes,7.0,0,19,1,2.714
40,England vs Netherlands,England,Moeen Ali,7,c Bas de Leede b Aryan Dutt,4,15,0,0,26.667,England vs Netherlands,England,David Willey,7.0,2,19,2,2.714
40,England vs Netherlands,England,Moeen Ali,7,c Bas de Leede b Aryan Dutt,4,15,0,0,26.667,England vs Netherlands,England,Gus Atkinson,7.0,0,41,0,5.857
40,England vs Netherlands,England,Moeen Ali,7,c Bas de Leede b Aryan Dutt,4,15,0,0,26.667,England vs Netherlands,England,Moeen Ali,8.2,0,42,3,5.04
40,England vs Netherlands,England,Moeen Ali,7,c Bas de Leede b Aryan Dutt,4,15,0,0,26.667,England vs Netherlands,England,Adil Rashid,8.0,0,54,3,6.75
40,England vs Netherlands,England,Chris Woakes,8,c Scott Edwards b Bas de Leede,51,45,5,1,113.333,England vs Netherlands,Netherlands,Aryan Dutt,10.0,0,67,2,6.7
40,England vs Netherlands,England,Chris Woakes,8,c Scott Edwards b Bas de Leede,51,45,5,1,113.333,England vs Netherlands,Netherlands,Logan van Beek,10.0,0,88,2,8.8
40,England vs Netherlands,England,Chris Woakes,8,c Scott Edwards b Bas de Leede,51,45,5,1,113.333,England vs Netherlands,Netherlands,Paul van Meekeren,10.0,0,57,1,5.7
40,England vs Netherlands,England,Chris Woakes,8,c Scott Edwards b Bas de Leede,51,45,5,1,113.333,England vs Netherlands,Netherlands,Bas de Leede,10.0,0,74,3,7.4
40,England vs Netherlands,England,Chris Woakes,8,c Scott Edwards b Bas de Leede,51,45,5,1,113.333,England vs Netherlands,Netherlands,Roelof van der Merwe,3.0,0,22,0,7.333
40,England vs Netherlands,England,Chris Woakes,8,c Scott Edwards b Bas de Leede,51,45,5,1,113.333,England vs Netherlands,Netherlands,Colin Ackermann,7.0,0,31,0,4.429
40,England vs Netherlands,England,Chris Woakes,8,c Scott Edwards b Bas de Leede,51,45,5,1,113.333,England vs Netherlands,England,Chris Woakes,7.0,0,19,1,2.714
40,England vs Netherlands,England,Chris Woakes,8,c Scott Edwards b Bas de Leede,51,45,5,1,113.333,England vs Netherlands,England,David Willey,7.0,2,19,2,2.714
40,England vs Netherlands,England,Chris Woakes,8,c Scott Edwards b Bas de Leede,51,45,5,1,113.333,England vs Netherlands,England,Gus Atkinson,7.0,0,41,0,5.857
40,England vs Netherlands,England,Chris Woakes,8,c Scott Edwards b Bas de Leede,51,45,5,1,113.333,England vs Netherlands,England,Moeen Ali,8.2,0,42,3,5.04
40,England vs Netherlands,England,Chris Woakes,8,c Scott Edwards b Bas de Leede,51,45,5,1,113.333,England vs Netherlands,England,Adil Rashid,8.0,0,54,3,6.75
40,England vs Netherlands,England,David Willey,9,c Sybrand Engelbrecht b Bas de Leede,6,2,0,1,300.000,England vs Netherlands,Netherlands,Aryan Dutt,10.0,0,67,2,6.7
40,England vs Netherlands,England,David Willey,9,c Sybrand Engelbrecht b Bas de Leede,6,2,0,1,300.000,England vs Netherlands,Netherlands,Logan van Beek,10.0,0,88,2,8.8
40,England vs Netherlands,England,David Willey,9,c Sybrand Engelbrecht b Bas de Leede,6,2,0,1,300.000,England vs Netherlands,Netherlands,Paul van Meekeren,10.0,0,57,1,5.7
40,England vs Netherlands,England,David Willey,9,c Sybrand Engelbrecht b Bas de Leede,6,2,0,1,300.000,England vs Netherlands,Netherlands,Bas de Leede,10.0,0,74,3,7.4
40,England vs Netherlands,England,David Willey,9,c Sybrand Engelbrecht b Bas de Leede,6,2,0,1,300.000,England vs Netherlands,Netherlands,Roelof van der Merwe,3.0,0,22,0,7.333
40,England vs Netherlands,England,David Willey,9,c Sybrand Engelbrecht b Bas de Leede,6,2,0,1,300.000,England vs Netherlands,Netherlands,Colin Ackermann,7.0,0,31,0,4.429
40,England vs Netherlands,England,David Willey,9,c Sybrand Engelbrecht b Bas de Leede,6,2,0,1,300.000,England vs Netherlands,England,Chris Woakes,7.0,0,19,1,2.714
40,England vs Netherlands,England,David Willey,9,c Sybrand Engelbrecht b Bas de Leede,6,2,0,1,300.000,England vs Netherlands,England,David Willey,7.0,2,19,2,2.714
40,England vs Netherlands,England,David Willey,9,c Sybrand Engelbrecht b Bas de Leede,6,2,0,1,300.000,England vs Netherlands,England,Gus Atkinson,7.0,0,41,0,5.857
40,England vs Netherlands,England,David Willey,9,c Sybrand Engelbrecht b Bas de Leede,6,2,0,1,300.000,England vs Netherlands,England,Moeen Ali,8.2,0,42,3,5.04
40,England vs Netherlands,England,David Willey,9,c Sybrand Engelbrecht b Bas de Leede,6,2,0,1,300.000,England vs Netherlands,England,Adil Rashid,8.0,0,54,3,6.75
40,England vs Netherlands,England,Gus Atkinson,10,not out,2,1,0,0,200.000,England vs Netherlands,Netherlands,Aryan Dutt,10.0,0,67,2,6.7
40,England vs Netherlands,England,Gus Atkinson,10,not out,2,1,0,0,200.000,England vs Netherlands,Netherlands,Logan van Beek,10.0,0,88,2,8.8
40,England vs Netherlands,England,Gus Atkinson,10,not out,2,1,0,0,200.000,England vs Netherlands,Netherlands,Paul van Meekeren,10.0,0,57,1,5.7
40,England vs Netherlands,England,Gus Atkinson,10,not out,2,1,0,0,200.000,England vs Netherlands,Netherlands,Bas de Leede,10.0,0,74,3,7.4
40,England vs Netherlands,England,Gus Atkinson,10,not out,2,1,0,0,200.000,England vs Netherlands,Netherlands,Roelof van der Merwe,3.0,0,22,0,7.333
40,England vs Netherlands,England,Gus Atkinson,10,not out,2,1,0,0,200.000,England vs Netherlands,Netherlands,Colin Ackermann,7.0,0,31,0,4.429
40,England vs Netherlands,England,Gus Atkinson,10,not out,2,1,0,0,200.000,England vs Netherlands,England,Chris Woakes,7.0,0,19,1,2.714
40,England vs Netherlands,England,Gus Atkinson,10,not out,2,1,0,0,200.000,England vs Netherlands,England,David Willey,7.0,2,19,2,2.714
40,England vs Netherlands,England,Gus Atkinson,10,not out,2,1,0,0,200.000,England vs Netherlands,England,Gus Atkinson,7.0,0,41,0,5.857
40,England vs Netherlands,England,Gus Atkinson,10,not out,2,1,0,0,200.000,England vs Netherlands,England,Moeen Ali,8.2,0,42,3,5.04
40,England vs Netherlands,England,Gus Atkinson,10,not out,2,1,0,0,200.000,England vs Netherlands,England,Adil Rashid,8.0,0,54,3,6.75
40,England vs Netherlands,England,Adil Rashid,11,not out,1,1,0,0,100.000,England vs Netherlands,Netherlands,Aryan Dutt,10.0,0,67,2,6.7
40,England vs Netherlands,England,Adil Rashid,11,not out,1,1,0,0,100.000,England vs Netherlands,Netherlands,Logan van Beek,10.0,0,88,2,8.8
40,England vs Netherlands,England,Adil Rashid,11,not out,1,1,0,0,100.000,England vs Netherlands,Netherlands,Paul van Meekeren,10.0,0,57,1,5.7
40,England vs Netherlands,England,Adil Rashid,11,not out,1,1,0,0,100.000,England vs Netherlands,Netherlands,Bas de Leede,10.0,0,74,3,7.4
40,England vs Netherlands,England,Adil Rashid,11,not out,1,1,0,0,100.000,England vs Netherlands,Netherlands,Roelof van der Merwe,3.0,0,22,0,7.333
40,England vs Netherlands,England,Adil Rashid,11,not out,1,1,0,0,100.000,England vs Netherlands,Netherlands,Colin Ackermann,7.0,0,31,0,4.429
40,England vs Netherlands,England,Adil Rashid,11,not out,1,1,0,0,100.000,England vs Netherlands,England,Chris Woakes,7.0,0,19,1,2.714
40,England vs Netherlands,England,Adil Rashid,11,not out,1,1,0,0,100.000,England vs Netherlands,England,David Willey,7.0,2,19,2,2.714
40,England vs Netherlands,England,Adil Rashid,11,not out,1,1,0,0,100.000,England vs Netherlands,England,Gus Atkinson,7.0,0,41,0,5.857
40,England vs Netherlands,England,Adil Rashid,11,not out,1,1,0,0,100.000,England vs Netherlands,England,Moeen Ali,8.2,0,42,3,5.04
40,England vs Netherlands,England,Adil Rashid,11,not out,1,1,0,0,100.000,England vs Netherlands,England,Adil Rashid,8.0,0,54,3,6.75
40,England vs Netherlands,Netherlands,Wesley Barresi,1,run out (Chris Woakes/Moeen Ali),37,62,3,1,59.677,England vs Netherlands,Netherlands,Aryan Dutt,10.0,0,67,2,6.7
40,England vs Netherlands,Netherlands,Wesley Barresi,1,run out (Chris Woakes/Moeen Ali),37,62,3,1,59.677,England vs Netherlands,Netherlands,Logan van Beek,10.0,0,88,2,8.8
40,England vs Netherlands,Netherlands,Wesley Barresi,1,run out (Chris Woakes/Moeen Ali),37,62,3,1,59.677,England vs Netherlands,Netherlands,Paul van Meekeren,10.0,0,57,1,5.7
40,England vs Netherlands,Netherlands,Wesley Barresi,1,run out (Chris Woakes/Moeen Ali),37,62,3,1,59.677,England vs Netherlands,Netherlands,Bas de Leede,10.0,0,74,3,7.4
40,England vs Netherlands,Netherlands,Wesley Barresi,1,run out (Chris Woakes/Moeen Ali),37,62,3,1,59.677,England vs Netherlands,Netherlands,Roelof van der Merwe,3.0,0,22,0,7.333
40,England vs Netherlands,Netherlands,Wesley Barresi,1,run out (Chris Woakes/Moeen Ali),37,62,3,1,59.677,England vs Netherlands,Netherlands,Colin Ackermann,7.0,0,31,0,4.429
40,England vs Netherlands,Netherlands,Wesley Barresi,1,run out (Chris Woakes/Moeen Ali),37,62,3,1,59.677,England vs Netherlands,England,Chris Woakes,7.0,0,19,1,2.714
40,England vs Netherlands,Netherlands,Wesley Barresi,1,run out (Chris Woakes/Moeen Ali),37,62,3,1,59.677,England vs Netherlands,England,David Willey,7.0,2,19,2,2.714
40,England vs Netherlands,Netherlands,Wesley Barresi,1,run out (Chris Woakes/Moeen Ali),37,62,3,1,59.677,England vs Netherlands,England,Gus Atkinson,7.0,0,41,0,5.857
40,England vs Netherlands,Netherlands,Wesley Barresi,1,run out (Chris Woakes/Moeen Ali),37,62,3,1,59.677,England vs Netherlands,England,Moeen Ali,8.2,0,42,3,5.04
40,England vs Netherlands,Netherlands,Wesley Barresi,1,run out (Chris Woakes/Moeen Ali),37,62,3,1,59.677,England vs Netherlands,England,Adil Rashid,8.0,0,54,3,6.75
40,England vs Netherlands,Netherlands,Max O'Dowd,2,c Moeen Ali b Chris Woakes,5,11,1,0,45.455,England vs Netherlands,Netherlands,Aryan Dutt,10.0,0,67,2,6.7
40,England vs Netherlands,Netherlands,Max O'Dowd,2,c Moeen Ali b Chris Woakes,5,11,1,0,45.455,England vs Netherlands,Netherlands,Logan van Beek,10.0,0,88,2,8.8
40,England vs Netherlands,Netherlands,Max O'Dowd,2,c Moeen Ali b Chris Woakes,5,11,1,0,45.455,England vs Netherlands,Netherlands,Paul van Meekeren,10.0,0,57,1,5.7
40,England vs Netherlands,Netherlands,Max O'Dowd,2,c Moeen Ali b Chris Woakes,5,11,1,0,45.455,England vs Netherlands,Netherlands,Bas de Leede,10.0,0,74,3,7.4
40,England vs Netherlands,Netherlands,Max O'Dowd,2,c Moeen Ali b Chris Woakes,5,11,1,0,45.455,England vs Netherlands,Netherlands,Roelof van der Merwe,3.0,0,22,0,7.333
40,England vs Netherlands,Netherlands,Max O'Dowd,2,c Moeen Ali b Chris Woakes,5,11,1,0,45.455,England vs Netherlands,Netherlands,Colin Ackermann,7.0,0,31,0,4.429
40,England vs Netherlands,Netherlands,Max O'Dowd,2,c Moeen Ali b Chris Woakes,5,11,1,0,45.455,England vs Netherlands,England,Chris Woakes,7.0,0,19,1,2.714
40,England vs Netherlands,Netherlands,Max O'Dowd,2,c Moeen Ali b Chris Woakes,5,11,1,0,45.455,England vs Netherlands,England,David Willey,7.0,2,19,2,2.714
40,England vs Netherlands,Netherlands,Max O'Dowd,2,c Moeen Ali b Chris Woakes,5,11,1,0,45.455,England vs Netherlands,England,Gus Atkinson,7.0,0,41,0,5.857
40,England vs Netherlands,Netherlands,Max O'Dowd,2,c Moeen Ali b Chris Woakes,5,11,1,0,45.455,England vs Netherlands,England,Moeen Ali,8.2,0,42,3,5.04
40,England vs Netherlands,Netherlands,Max O'Dowd,2,c Moeen Ali b Chris Woakes,5,11,1,0,45.455,England vs Netherlands,England,Adil Rashid,8.0,0,54,3,6.75
40,England vs Netherlands,Netherlands,Colin Ackermann,3,c Jos Buttler b David Willey,0,2,0,0,0.000,England vs Netherlands,Netherlands,Aryan Dutt,10.0,0,67,2,6.7
40,England vs Netherlands,Netherlands,Colin Ackermann,3,c Jos Buttler b David Willey,0,2,0,0,0.000,England vs Netherlands,Netherlands,Logan van Beek,10.0,0,88,2,8.8
40,England vs Netherlands,Netherlands,Colin Ackermann,3,c Jos Buttler b David Willey,0,2,0,0,0.000,England vs Netherlands,Netherlands,Paul van Meekeren,10.0,0,57,1,5.7
40,England vs Netherlands,Netherlands,Colin Ackermann,3,c Jos Buttler b David Willey,0,2,0,0,0.000,England vs Netherlands,Netherlands,Bas de Leede,10.0,0,74,3,7.4
40,England vs Netherlands,Netherlands,Colin Ackermann,3,c Jos Buttler b David Willey,0,2,0,0,0.000,England vs Netherlands,Netherlands,Roelof van der Merwe,3.0,0,22,0,7.333
40,England vs Netherlands,Netherlands,Colin Ackermann,3,c Jos Buttler b David Willey,0,2,0,0,0.000,England vs Netherlands,Netherlands,Colin Ackermann,7.0,0,31,0,4.429
40,England vs Netherlands,Netherlands,Colin Ackermann,3,c Jos Buttler b David Willey,0,2,0,0,0.000,England vs Netherlands,England,Chris Woakes,7.0,0,19,1,2.714
40,England vs Netherlands,Netherlands,Colin Ackermann,3,c Jos Buttler b David Willey,0,2,0,0,0.000,England vs Netherlands,England,David Willey,7.0,2,19,2,2.714
40,England vs Netherlands,Netherlands,Colin Ackermann,3,c Jos Buttler b David Willey,0,2,0,0,0.000,England vs Netherlands,England,Gus Atkinson,7.0,0,41,0,5.857
40,England vs Netherlands,Netherlands,Colin Ackermann,3,c Jos Buttler b David Willey,0,2,0,0,0.000,England vs Netherlands,England,Moeen Ali,8.2,0,42,3,5.04
40,England vs Netherlands,Netherlands,Colin Ackermann,3,c Jos Buttler b David Willey,0,2,0,0,0.000,England vs Netherlands,England,Adil Rashid,8.0,0,54,3,6.75
40,England vs Netherlands,Netherlands,Sybrand Engelbrecht,4,c Chris Woakes b David Willey,33,49,3,1,67.347,England vs Netherlands,Netherlands,Aryan Dutt,10.0,0,67,2,6.7
40,England vs Netherlands,Netherlands,Sybrand Engelbrecht,4,c Chris Woakes b David Willey,33,49,3,1,67.347,England vs Netherlands,Netherlands,Logan van Beek,10.0,0,88,2,8.8
40,England vs Netherlands,Netherlands,Sybrand Engelbrecht,4,c Chris Woakes b David Willey,33,49,3,1,67.347,England vs Netherlands,Netherlands,Paul van Meekeren,10.0,0,57,1,5.7
40,England vs Netherlands,Netherlands,Sybrand Engelbrecht,4,c Chris Woakes b David Willey,33,49,3,1,67.347,England vs Netherlands,Netherlands,Bas de Leede,10.0,0,74,3,7.4
40,England vs Netherlands,Netherlands,Sybrand Engelbrecht,4,c Chris Woakes b David Willey,33,49,3,1,67.347,England vs Netherlands,Netherlands,Roelof van der Merwe,3.0,0,22,0,7.333
40,England vs Netherlands,Netherlands,Sybrand Engelbrecht,4,c Chris Woakes b David Willey,33,49,3,1,67.347,England vs Netherlands,Netherlands,Colin Ackermann,7.0,0,31,0,4.429
40,England vs Netherlands,Netherlands,Sybrand Engelbrecht,4,c Chris Woakes b David Willey,33,49,3,1,67.347,England vs Netherlands,England,Chris Woakes,7.0,0,19,1,2.714
40,England vs Netherlands,Netherlands,Sybrand Engelbrecht,4,c Chris Woakes b David Willey,33,49,3,1,67.347,England vs Netherlands,England,David Willey,7.0,2,19,2,2.714
40,England vs Netherlands,Netherlands,Sybrand Engelbrecht,4,c Chris Woakes b David Willey,33,49,3,1,67.347,England vs Netherlands,England,Gus Atkinson,7.0,0,41,0,5.857
40,England vs Netherlands,Netherlands,Sybrand Engelbrecht,4,c Chris Woakes b David Willey,33,49,3,1,67.347,England vs Netherlands,England,Moeen Ali,8.2,0,42,3,5.04
40,England vs Netherlands,Netherlands,Sybrand Engelbrecht,4,c Chris Woakes b David Willey,33,49,3,1,67.347,England vs Netherlands,England,Adil Rashid,8.0,0,54,3,6.75
40,England vs Netherlands,Netherlands,Scott Edwards,5,c Dawid Malan b Moeen Ali,38,42,3,1,90.476,England vs Netherlands,Netherlands,Aryan Dutt,10.0,0,67,2,6.7
40,England vs Netherlands,Netherlands,Scott Edwards,5,c Dawid Malan b Moeen Ali,38,42,3,1,90.476,England vs Netherlands,Netherlands,Logan van Beek,10.0,0,88,2,8.8
40,England vs Netherlands,Netherlands,Scott Edwards,5,c Dawid Malan b Moeen Ali,38,42,3,1,90.476,England vs Netherlands,Netherlands,Paul van Meekeren,10.0,0,57,1,5.7
40,England vs Netherlands,Netherlands,Scott Edwards,5,c Dawid Malan b Moeen Ali,38,42,3,1,90.476,England vs Netherlands,Netherlands,Bas de Leede,10.0,0,74,3,7.4
40,England vs Netherlands,Netherlands,Scott Edwards,5,c Dawid Malan b Moeen Ali,38,42,3,1,90.476,England vs Netherlands,Netherlands,Roelof van der Merwe,3.0,0,22,0,7.333
40,England vs Netherlands,Netherlands,Scott Edwards,5,c Dawid Malan b Moeen Ali,38,42,3,1,90.476,England vs Netherlands,Netherlands,Colin Ackermann,7.0,0,31,0,4.429
40,England vs Netherlands,Netherlands,Scott Edwards,5,c Dawid Malan b Moeen Ali,38,42,3,1,90.476,England vs Netherlands,England,Chris Woakes,7.0,0,19,1,2.714
40,England vs Netherlands,Netherlands,Scott Edwards,5,c Dawid Malan b Moeen Ali,38,42,3,1,90.476,England vs Netherlands,England,David Willey,7.0,2,19,2,2.714
40,England vs Netherlands,Netherlands,Scott Edwards,5,c Dawid Malan b Moeen Ali,38,42,3,1,90.476,England vs Netherlands,England,Gus Atkinson,7.0,0,41,0,5.857
40,England vs Netherlands,Netherlands,Scott Edwards,5,c Dawid Malan b Moeen Ali,38,42,3,1,90.476,England vs Netherlands,England,Moeen Ali,8.2,0,42,3,5.04
40,England vs Netherlands,Netherlands,Scott Edwards,5,c Dawid Malan b Moeen Ali,38,42,3,1,90.476,England vs Netherlands,England,Adil Rashid,8.0,0,54,3,6.75
40,England vs Netherlands,Netherlands,Bas de Leede,6,b Adil Rashid,10,12,2,0,83.333,England vs Netherlands,Netherlands,Aryan Dutt,10.0,0,67,2,6.7
40,England vs Netherlands,Netherlands,Bas de Leede,6,b Adil Rashid,10,12,2,0,83.333,England vs Netherlands,Netherlands,Logan van Beek,10.0,0,88,2,8.8
40,England vs Netherlands,Netherlands,Bas de Leede,6,b Adil Rashid,10,12,2,0,83.333,England vs Netherlands,Netherlands,Paul van Meekeren,10.0,0,57,1,5.7
40,England vs Netherlands,Netherlands,Bas de Leede,6,b Adil Rashid,10,12,2,0,83.333,England vs Netherlands,Netherlands,Bas de Leede,10.0,0,74,3,7.4
40,England vs Netherlands,Netherlands,Bas de Leede,6,b Adil Rashid,10,12,2,0,83.333,England vs Netherlands,Netherlands,Roelof van der Merwe,3.0,0,22,0,7.333
40,England vs Netherlands,Netherlands,Bas de Leede,6,b Adil Rashid,10,12,2,0,83.333,England vs Netherlands,Netherlands,Colin Ackermann,7.0,0,31,0,4.429
40,England vs Netherlands,Netherlands,Bas de Leede,6,b Adil Rashid,10,12,2,0,83.333,England vs Netherlands,England,Chris Woakes,7.0,0,19,1,2.714
40,England vs Netherlands,Netherlands,Bas de Leede,6,b Adil Rashid,10,12,2,0,83.333,England vs Netherlands,England,David Willey,7.0,2,19,2,2.714
40,England vs Netherlands,Netherlands,Bas de Leede,6,b Adil Rashid,10,12,2,0,83.333,England vs Netherlands,England,Gus Atkinson,7.0,0,41,0,5.857
40,England vs Netherlands,Netherlands,Bas de Leede,6,b Adil Rashid,10,12,2,0,83.333,England vs Netherlands,England,Moeen Ali,8.2,0,42,3,5.04
40,England vs Netherlands,Netherlands,Bas de Leede,6,b Adil Rashid,10,12,2,0,83.333,England vs Netherlands,England,Adil Rashid,8.0,0,54,3,6.75
40,England vs Netherlands,Netherlands,Teja Nidamanuru,7,not out,41,34,2,3,120.588,England vs Netherlands,Netherlands,Aryan Dutt,10.0,0,67,2,6.7
40,England vs Netherlands,Netherlands,Teja Nidamanuru,7,not out,41,34,2,3,120.588,England vs Netherlands,Netherlands,Logan van Beek,10.0,0,88,2,8.8
40,England vs Netherlands,Netherlands,Teja Nidamanuru,7,not out,41,34,2,3,120.588,England vs Netherlands,Netherlands,Paul van Meekeren,10.0,0,57,1,5.7
40,England vs Netherlands,Netherlands,Teja Nidamanuru,7,not out,41,34,2,3,120.588,England vs Netherlands,Netherlands,Bas de Leede,10.0,0,74,3,7.4
40,England vs Netherlands,Netherlands,Teja Nidamanuru,7,not out,41,34,2,3,120.588,England vs Netherlands,Netherlands,Roelof van der Merwe,3.0,0,22,0,7.333
40,England vs Netherlands,Netherlands,Teja Nidamanuru,7,not out,41,34,2,3,120.588,England vs Netherlands,Netherlands,Colin Ackermann,7.0,0,31,0,4.429
40,England vs Netherlands,Netherlands,Teja Nidamanuru,7,not out,41,34,2,3,120.588,England vs Netherlands,England,Chris Woakes,7.0,0,19,1,2.714
40,England vs Netherlands,Netherlands,Teja Nidamanuru,7,not out,41,34,2,3,120.588,England vs Netherlands,England,David Willey,7.0,2,19,2,2.714
40,England vs Netherlands,Netherlands,Teja Nidamanuru,7,not out,41,34,2,3,120.588,England vs Netherlands,England,Gus Atkinson,7.0,0,41,0,5.857
40,England vs Netherlands,Netherlands,Teja Nidamanuru,7,not out,41,34,2,3,120.588,England vs Netherlands,England,Moeen Ali,8.2,0,42,3,5.04
40,England vs Netherlands,Netherlands,Teja Nidamanuru,7,not out,41,34,2,3,120.588,England vs Netherlands,England,Adil Rashid,8.0,0,54,3,6.75
40,England vs Netherlands,Netherlands,Logan van Beek,8,c Dawid Malan b Adil Rashid,2,2,0,0,100.000,England vs Netherlands,Netherlands,Aryan Dutt,10.0,0,67,2,6.7
40,England vs Netherlands,Netherlands,Logan van Beek,8,c Dawid Malan b Adil Rashid,2,2,0,0,100.000,England vs Netherlands,Netherlands,Logan van Beek,10.0,0,88,2,8.8
40,England vs Netherlands,Netherlands,Logan van Beek,8,c Dawid Malan b Adil Rashid,2,2,0,0,100.000,England vs Netherlands,Netherlands,Paul van Meekeren,10.0,0,57,1,5.7
40,England vs Netherlands,Netherlands,Logan van Beek,8,c Dawid Malan b Adil Rashid,2,2,0,0,100.000,England vs Netherlands,Netherlands,Bas de Leede,10.0,0,74,3,7.4
40,England vs Netherlands,Netherlands,Logan van Beek,8,c Dawid Malan b Adil Rashid,2,2,0,0,100.000,England vs Netherlands,Netherlands,Roelof van der Merwe,3.0,0,22,0,7.333
40,England vs Netherlands,Netherlands,Logan van Beek,8,c Dawid Malan b Adil Rashid,2,2,0,0,100.000,England vs Netherlands,Netherlands,Colin Ackermann,7.0,0,31,0,4.429
40,England vs Netherlands,Netherlands,Logan van Beek,8,c Dawid Malan b Adil Rashid,2,2,0,0,100.000,England vs Netherlands,England,Chris Woakes,7.0,0,19,1,2.714
40,England vs Netherlands,Netherlands,Logan van Beek,8,c Dawid Malan b Adil Rashid,2,2,0,0,100.000,England vs Netherlands,England,David Willey,7.0,2,19,2,2.714
40,England vs Netherlands,Netherlands,Logan van Beek,8,c Dawid Malan b Adil Rashid,2,2,0,0,100.000,England vs Netherlands,England,Gus Atkinson,7.0,0,41,0,5.857
40,England vs Netherlands,Netherlands,Logan van Beek,8,c Dawid Malan b Adil Rashid,2,2,0,0,100.000,England vs Netherlands,England,Moeen Ali,8.2,0,42,3,5.04
40,England vs Netherlands,Netherlands,Logan van Beek,8,c Dawid Malan b Adil Rashid,2,2,0,0,100.000,England vs Netherlands,England,Adil Rashid,8.0,0,54,3,6.75
40,England vs Netherlands,Netherlands,Roelof van der Merwe,9,c Adil Rashid b Moeen Ali,0,4,0,0,0.000,England vs Netherlands,Netherlands,Aryan Dutt,10.0,0,67,2,6.7
40,England vs Netherlands,Netherlands,Roelof van der Merwe,9,c Adil Rashid b Moeen Ali,0,4,0,0,0.000,England vs Netherlands,Netherlands,Logan van Beek,10.0,0,88,2,8.8
40,England vs Netherlands,Netherlands,Roelof van der Merwe,9,c Adil Rashid b Moeen Ali,0,4,0,0,0.000,England vs Netherlands,Netherlands,Paul van Meekeren,10.0,0,57,1,5.7
40,England vs Netherlands,Netherlands,Roelof van der Merwe,9,c Adil Rashid b Moeen Ali,0,4,0,0,0.000,England vs Netherlands,Netherlands,Bas de Leede,10.0,0,74,3,7.4
40,England vs Netherlands,Netherlands,Roelof van der Merwe,9,c Adil Rashid b Moeen Ali,0,4,0,0,0.000,England vs Netherlands,Netherlands,Roelof van der Merwe,3.0,0,22,0,7.333
40,England vs Netherlands,Netherlands,Roelof van der Merwe,9,c Adil Rashid b Moeen Ali,0,4,0,0,0.000,England vs Netherlands,Netherlands,Colin Ackermann,7.0,0,31,0,4.429
40,England vs Netherlands,Netherlands,Roelof van der Merwe,9,c Adil Rashid b Moeen Ali,0,4,0,0,0.000,England vs Netherlands,England,Chris Woakes,7.0,0,19,1,2.714
40,England vs Netherlands,Netherlands,Roelof van der Merwe,9,c Adil Rashid b Moeen Ali,0,4,0,0,0.000,England vs Netherlands,England,David Willey,7.0,2,19,2,2.714
40,England vs Netherlands,Netherlands,Roelof van der Merwe,9,c Adil Rashid b Moeen Ali,0,4,0,0,0.000,England vs Netherlands,England,Gus Atkinson,7.0,0,41,0,5.857
40,England vs Netherlands,Netherlands,Roelof van der Merwe,9,c Adil Rashid b Moeen Ali,0,4,0,0,0.000,England vs Netherlands,England,Moeen Ali,8.2,0,42,3,5.04
40,England vs Netherlands,Netherlands,Roelof van der Merwe,9,c Adil Rashid b Moeen Ali,0,4,0,0,0.000,England vs Netherlands,England,Adil Rashid,8.0,0,54,3,6.75
40,England vs Netherlands,Netherlands,Aryan Dutt,10,b Adil Rashid,1,3,0,0,33.333,England vs Netherlands,Netherlands,Aryan Dutt,10.0,0,67,2,6.7
40,England vs Netherlands,Netherlands,Aryan Dutt,10,b Adil Rashid,1,3,0,0,33.333,England vs Netherlands,Netherlands,Logan van Beek,10.0,0,88,2,8.8
40,England vs Netherlands,Netherlands,Aryan Dutt,10,b Adil Rashid,1,3,0,0,33.333,England vs Netherlands,Netherlands,Paul van Meekeren,10.0,0,57,1,5.7
40,England vs Netherlands,Netherlands,Aryan Dutt,10,b Adil Rashid,1,3,0,0,33.333,England vs Netherlands,Netherlands,Bas de Leede,10.0,0,74,3,7.4
40,England vs Netherlands,Netherlands,Aryan Dutt,10,b Adil Rashid,1,3,0,0,33.333,England vs Netherlands,Netherlands,Roelof van der Merwe,3.0,0,22,0,7.333
40,England vs Netherlands,Netherlands,Aryan Dutt,10,b Adil Rashid,1,3,0,0,33.333,England vs Netherlands,Netherlands,Colin Ackermann,7.0,0,31,0,4.429
40,England vs Netherlands,Netherlands,Aryan Dutt,10,b Adil Rashid,1,3,0,0,33.333,England vs Netherlands,England,Chris Woakes,7.0,0,19,1,2.714
